Assistance,Agency,Address,City,State,Zip,County,Services,Eligibility,Hours,Phone,Website,Latitude,Longitude
Mobile Food Pantry,WE DON'T WASTE,695 Julian St,Denver,CO,80204,DENVER COUNTY,Provides a mobile food pantry to those in need.,"No restrictions applied Area Served: Denver, Adams, Arapahoe, Jefferson, Douglas, Broomfield, Boulder, El Paso counties","3rd Tuesday, 1 p.m. - 3 p.m.",(720) 943-2699,http://wedontwaste.org/mobile-food-markets,39.7274685,-105.0317192
Mobile Food Pantry,WELD FOOD BANK,701 Carbondale Dr,Dacono,CO,80514,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served:  Weld County,"1st, 4th Thursday, 10 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.0872704,-104.93298
Mobile Food Pantry,WELD FOOD BANK,1400 37th St,Evans,CO,80620,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"2nd Tuesday, 11 a.m. (June - July); 4 p.m. (Augus...",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.377942,-104.7442845
Mobile Food Pantry,WELD FOOD BANK,3001 8th Ave,Evans,CO,80620,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"2nd, 4th Friday, 10 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.387153,-104.690398
Mobile Food Pantry,WELD FOOD BANK,12285 State Hwy 52,Fort Lupton,CO,80621,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"3rd Thursday, 10 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.080061,-104.829141
Mobile Food Pantry,WELD FOOD BANK,4185 Salazar Way,Longmont,CO,80504,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"2nd Wednesday, 9 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.129416,-104.970816
Mobile Food Pantry,WELD FOOD BANK,14827 Co Rd 42,La Salle,CO,80645,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"2nd Thursday, 10 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.289926,-104.767284
Mobile Food Pantry,WELD FOOD BANK,26221 Co Rd 53,Kersey,CO,80644,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,Hours Vary (By Appointment Only),(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.376941,-104.564282
Mobile Food Pantry,WELD FOOD BANK,Co Rd 37 & Lilac Dr,Lochbuie,CO,80603,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served:  Weld County,"4th Monday, 10 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.040963,-104.716037
Mobile Food Pantry,WELD FOOD BANK,501 Palmer Ave,Mead,CO,80542,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"1st Friday, 10:30 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.237483,-105.001513
Mobile Food Pantry,WELD FOOD BANK,320 Centennial Dr,Milliken,CO,80543,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"4th Wednesday, 10 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.3263935,-104.8311501
Mobile Food Pantry,WELD FOOD BANK,1108 H Street,Greeley,CO,80631,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"3rd Wednesday, 10 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.4437132,-104.6987994
Mobile Food Pantry,WELD FOOD BANK,1020 Walnut St,Windsor,CO,80550,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"1st Wednesday, 10 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.4789682,-104.9135075
Mobile Food Pantry,WELD FOOD BANK,Cherry St & Main St,Hudson,CO,80642,WELD COUNTY,Offers mobile food pantries at locations throughout Weld County.,No restrictions applied Area Served: Weld County,"1st, 3rd Monday, 10 a.m.",(970) 356-2199,http://weldfoodbank.org/and-food-near-you,40.073219,-104.642845
Food Pantry,CARBON VALLEY HELP CENTER,150 Buchanan Ave,Firestone,CO,80520,WELD COUNTY,Offers a food pantry accessible once per month. Nonperishable food donations are accepted. Individuals can also call to learn more about volunteer opportunities...,Individuals must reside within the Weld County portion of St. Vrain Valley School District boundaries Area Served:  Citie...,"Tuesday, Thursday, 9 a.m. - 3 p.m.",(303) 833-6626,http://carbonvalleyhelpcenter.org,40.113085,-104.9382484
Drive-Thru Food Pantry,STRUGGLE OF LOVE FOUNDATION,12000 E 47th Ave Suite 403,Denver,CO,80239,DENVER COUNTY,"Offers a drive-thru food pantry, where clients receive a pre-made box of: Fresh produce Meats Dairy Other food items",No restrictions applied Area Served: Statewide,"Monday - Friday, 9 a.m. - 5 p.m.",(720) 923-6122,http://struggleofovefoundation.org/,39.7820807,-104.8504283
Food Pantry,ST PETER ROMAN CATHOLIC CHURCH,1112 9th Ave,Greeley,CO,80631,WELD COUNTY,Provides emergency food to individuals in need. Also offers hygiene items when available.,No restrictions applied Area Served: City of Greeley,"Monday - Thursday, 8 a.m. - 4 p.m., Friday, 8 a.m...",(970) 352-1060,http://stpetergreeley.org,40.4209079,-104.6925472
Food Pantry for Individuals Living with HIV,VIVENT HEALTH,5250 Leetsdale Dr Suite 300,Denver,CO,80246,DENVER COUNTY,Offers a monthly food pantry to individuals living with HIV.,"Individuals living with HIV Area Served: Adams, Arapahoe, Broomfield, Denver, Douglas, Jefferson counties","Monday - Friday, 8:30 a.m. - 5 p.m.",(303) 393-8050,http://viventhealth.org,39.7079062,-104.9263138
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,15555 E 53rd Ave,Denver,CO,80239,DENVER COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","1st, 3rd Tuesday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.7899826,-104.8062321
Mobile Food Pantry,COMMUNITY FOOD SHARE,4990 Osage Dr,Boulder,CO,80303,BOULDER COUNTY,"Operates a mobile food pantry at rotating locations, offering: Fresh produce Dairy Non-perishable pantry items","Residents of the service area Area Served: Boulder, Broomfield counties","1st, 3rd Wednesday, 10 a.m. - 11 a.m.",(303) 652-3663,http://communityfoodshare.org/get-food/services-we-provide/mobile-pantries/,39.990138,-105.232704
Food Bank,MOUNTAIN FAMILY CENTER,45 Co Rd 804,Winter Park,CO,80482,GRAND COUNTY,Provides food for families or individuals in need. Also offers emergency food items outside each location.,Individuals must be Grand County residents. Area Served: Grand County,"Monday, Tuesday, Thursday - Saturday, 10 a.m. - 6...",(970) 557-3186,http://mountainfamilycenter.org,39.946677,-105.810881
Food Pantry,EPWORTH FOUNDATION,1865 Bruce Randolph Ave,Denver,CO,80205,DENVER COUNTY,Offers a food pantry.,No restrictions applied Area Served: Denver County,"Monday - Friday, 10 a.m. - 2 p.m. (Administrative...",(303) 296-6287,http://epworthfoundation.org,39.7645786,-104.9651911
Cat Food Pantry,CAT CARE SOCIETY,5787 W 6th Ave,Lakewood,CO,80214,JEFFERSON COUNTY,Offers cat food and supplies to individuals who are experiencing temporary financial challenges.,No restrictions applied Area Served: Statewide,"Thursday - Monday, 12 p.m. - 6 p.m.",(303) 239-9680,http://catcaresociety.org/programs/#nibbles-kibbles,39.7271071,-105.0816301
Food Assistance,LOVE INC OF THE YAMPA VALLEY,301 Stegosaurus Fwy,Dinosaur,CO,81610,MOFFAT COUNTY,Provides food to qualified individuals and families through: The Emergency Food Assistance Program (TEFAP) The Commodity Supplemental Food Program (CSFP)Donation...,"For TEFAP assistance, households must meet the following income guidelines or be participating in one of the programs l...",By Appointment Only,(970) 826-4400,http://loveincyampavalley.org/services,40.2433096,-109.0102054
Food Bank,ATLAS PREPARATORY SCHOOL,1602 S Murray Blvd,Colorado Springs,CO,80916,EL PASO COUNTY,Offers a food bank.,No restrictions applied Area Served:  El Paso County,"Thursday, 8 a.m. - 11 a.m., 1 p.m. - 5 p.m.; Frid...",(719) 358-7196,http://atlasprep.org,38.810615,-104.7506033
Mobile Food Pantry,WE DON'T WASTE,3201 W Arizona Ave,Denver,CO,80219,DENVER COUNTY,Offers a mobile food pantry.,"No restrictions applied Area Served: Denver, Adams, Arapahoe, Jefferson, Douglas, Broomfield, Boulder, El Paso counties","2nd, 4th Friday, 11 a.m.- 1 p.m.",(720) 943-2699,http://wedontwaste.org/mobile-food-markets,39.6957721,-105.027704
Food Bank,THRIVE CHURCH,2720 W 92nd Ave,Federal Heights,CO,80260,ADAMS COUNTY,Provides food for the community.,No restrictions applied Area Served: Statewide,"Monday, 12 p.m. - 5 p.m.; Tuesday - Friday, 9 a.m...",(303) 428-9535,http://wethrive.org,39.8634187,-105.0211161
Drive-Through Food Pantry,LITTLETON CHURCH OF CHRIST,6495 S Colorado Blvd,Centennial,CO,80121,ARAPAHOE COUNTY,Provides a drive-through food pantry for those in need.,"No restrictions applied Area Served: Arapahoe, Denver, Douglas, Jefferson counties","Monday - Thursday, 8:30 a.m. - 5 p.m.",(303) 741-0265,http://littletonchurch.org/missions-local,39.5989196,-104.9414419
Mobile Food Pantry,FOOD BANK FOR LARIMER COUNTY,375 Meadowlark Dr,Berthoud,CO,80513,LARIMER COUNTY,Offers a drive-through mobile food pantry for those in need.,Larimer County residents Area Served:  Larimer County,"2nd, 4th Saturday, 10 a.m. - 11:30 a.m., starting...",(970) 493-4477,http://foodbanklarimer.org/mobiles,40.3032363,-105.1045129
Mobile Food Pantry,FOOD BANK FOR LARIMER COUNTY,1815 Yorktown Ave,Fort Collins,CO,80526,LARIMER COUNTY,Offers a drive-through mobile food pantry for those in need.,Larimer County residents Area Served: Larimer County,"2nd, 4th Sunday, 1 p.m. - 2:30 p.m., starting Jun...",(970) 493-4477,http://foodbanklarimer.org/mobiles,40.5532824,-105.1102857
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,5810 W Alameda Ave,Lakewood,CO,80226,JEFFERSON COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served:  Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd, 4th Thursday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.7110864,-105.060541
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,718 Ellsworth St,Brush,CO,80723,MORGAN COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served:  Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","4th Wednesday, 10 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,40.2510999,-103.6283872
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,340 S 14th St,Burlington,CO,80807,KIT CARSON COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd Monday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.2984288,-102.2679922
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,1250 Chambers Rd,Aurora,CO,80011,ARAPAHOE COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd, 4th Tuesday, 4 p.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.7342894,-104.8091181
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,1120 Pawnee Ave,Sterling,CO,80751,LOGAN COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","4th Tuesday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,40.6381782,-103.2170882
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,200 W 4th St,Leadville,CO,80461,LAKE COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","1st Wednesday, 10 a.m. - 11 a.m.",(303) 375-5853,http://foodbankrockies.org,39.246584,-106.293641
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,551 W 2nd St,Akron,CO,80720,WASHINGTON COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","4th Monday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,40.1601113,-103.2162708
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,410 W Hoag Ave,Yuma,CO,80759,YUMA COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","3rd Monday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,40.1293221,-102.7305987
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,9200 W 10th Ave,Lakewood,CO,80215,JEFFERSON COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","1st, 3rd Wednesday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.732825,-105.100372
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,585 S Main St,Byers,CO,80103,ARAPAHOE COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd Monday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.7034101,-104.2239264
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,2820 W 92nd Ave,Federal Heights,CO,80260,ADAMS COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","1st, 3rd Wednesday, 3 p.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.8634173,-105.0215369
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,3000 S Jamaica Ct,Aurora,CO,80014,ARAPAHOE COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","2nd Wednesday, 9 a.m. (While Supplies Last)",(303) 375-5853,http://foodbankrockies.org,39.6616056,-104.8617704
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,1070 Alton Way,Aurora,CO,80010,DENVER COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","4th Tuesday, 9 a.m. - 10:30 a.m.",(303) 375-5853,http://foodbankrockies.org,39.7305636,-104.8835054
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,9065 Grant St,Thornton,CO,80229,ADAMS COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert,","Garfield, Gilpin, Grand, Ja...","3rd Thursday, 1 p.m. (While Supplies Last)",(303) 375-5853,39.8613997,-104.9829063
Mobile Food Pantry,FOOD BANK OF THE ROCKIES,Co Rd 42,Walden,CO,80480,JACKSON COUNTY,Provides food to communities by sending semi-trucks to set locations and distributing food for 1-2 hours.,"No restrictions applied Area Served: Adams, Arapahoe, Delta, Denver, Douglas, Eagle, Elbert, Garfield, Gilpin, Grand, Ja...","4th Saturday, 9 a.m. (While Supplies Last, Food P...",(303) 375-5853,http://foodbankrockies.org,40.72788,-106.27625
Food Bank,ROCK FOUND,1542 7th Ave,Greeley,CO,80631,WELD COUNTY,Provides food boxes to individuals and families in need.,No restrictions applied Area Served: Weld County,"Monday - Friday, 8:30 a.m. - 4:30 p.m.",(970) 352-9571,http://therockfound.org,40.4148086,-104.6890211
Mobile Food Pantry,KIDS AT THEIR BEST,801 W Platte Ave,Fort Morgan,CO,80701,MORGAN COUNTY,Offers a mobile food pantry that travels to 6 different locations to deliver groceries to any families in need.,No restrictions applied Area Served: Morgan County,Hours Vary,(970) 380-6096,http://kidsattheirbest.org/food,40.254094,-103.81188
Food Boxes,GROWHAUS,3840 York Street Ste. 210,Denver,CO,80205,DENVER COUNTY,"Provides a subscription service that delivers fresh, organic produce.","No restrictions Area Served: Adams, Arapahoe, Broomfield, Boulder, Denver, Douglas, Jefferson counties","Monday - Friday, 9 a.m. - 5 p.m.",(720) 515-4751 Ext 724,http://foodboxes.thegrowhaus.org/,39.7700882,-104.9596329
"Emergency Food, Clothing, Household Goods",GRAND VALLEY ADVENTIST COMMUNITY SERVICE CENTER,2554 Patterson Rd,Grand Junction,CO,81505,MESA COUNTY,"Provides emergency food boxes, clothing assistance, and household goods.",No restrictions applied Area Served: Mesa County,"Tuesday, 9 a.m. - 11:45 a.m., 1 p.m. - 2:45 p.m.",(970) 242-2277,http://grandvalleyacs.org,39.0922633,-108.579287
Mobile Food Pantry (Bookcliff Middle School),WESTERN SLOPE FOOD BANK OF THE ROCKIES,540 29 1/4 Rd,Grand Junction,CO,81504,MESA COUNTY,Mobile Food Pantry that is set up at Bookcliff Middle School. Individuals must bring their own bags or boxes to bring home food.,No restrictions Area Served:  Mesa County,"1st Friday, 2 p.m.",(970) 254-6220,https://www.foodbankrockies.org/and-food,39.0819697,-108.5090148
Mobile Food Pantry (Central High School),WESTERN SLOPE FOOD BANK OF THE ROCKIES,6401 Warrior Way,Grand Junction,CO,81504,MESA COUNTY,Mobile Food Pantry set up at Central High School. Individuals must bring their own bags or boxes to take food home.,No restrictions Area Served: Mesa County,"2nd Thursday, 2:30 p.m.",(970) 254-6200,https://www.foodbankrockies.org/and-food,39.0836033,-108.473188
Mobile Food Pantry (Clifton Christian Church),WESTERN SLOPE FOOD BANK OF THE ROCKIES,615 I-70 BUSINESS LOOP,Clifton,CO,81520,MESA COUNTY,Mobile Food Pantry for residents in need. Clients must bring their own bags or boxes to take the food home. Set up is located at Clifton Christian Church...,No restrictions Area Served: Mesa County,"Saturdays, 9 a.m. - 11 a.m.",(970) 464-1138,https://www.foodbankrockies.org/and-food,39.0919442,-108.4532996
Mobile Food Pantry (Clifton Elementary),WESTERN SLOPE FOOD BANK OF THE ROCKIES,3276 F Rd,Clifton,CO,81520,MESA COUNTY,Mobile food pantry set up at Clifton Elementary. Individuals must bring their own bags or boxes to take home food.,No restrictions Area Served: Mesa County,"1st Thursday, 2:30 p.m.",(970) 464-1138,https://www.foodbankrockies.org/and-food,39.0930183,-108.4450923
Mobile Food Pantry (Downtown Vineyard Church),WESTERN SLOPE FOOD BANK OF THE ROCKIES,402 Grand Ave,Grand Junction,CO,81501,MESA COUNTY,Mobile Food Pantry for residents in need. Clients must bring their own bags or boxes to take the food home. Set up is located at the Downtown Vineyard Church...,No restrictions Area Served:  Mesa County,"2nd Monday, 5 p.m. - 7 p.m.",(970) 464-1138,https://www.foodbankrockies.org/and-food,39.0706374,-108.5658952
Mobile Food Pantry (Grand Junction High School),WESTERN SLOPE FOOD BANK OF THE ROCKIES,1400 N 5th St,Grand Junction,CO,81501,MESA COUNTY,Mobile Food Pantry set up at Grand Junction High School. Individuals must bring their own bags or boxes to take home food.,No restrictions Area Served: Mesa County,"3rd Tuesday, 3:30 p.m.",(970) 464-1138,https://www.foodbankrockies.org/and-food,39.080023,-108.564352
Food Pantry,SAINT GEORGE'S EPISCOPAL MISSION,200 W 4th St,Leadville,CO,80461,LAKE COUNTY,Provides food pantry services to families and community members in need.,Residents of Colorado Area Served: Lake County,"Monday, Tuesday, Thursday, Friday, 11 a.m. - 1 p....",(719) 486-3087,http://stgeorgeleadville.org/community-meals--pantry.html,39.246584,-106.293641
Food Pantry,CANYON VIEW VINEYARD CHURCH,736 24 1/2 Rd,Grand Junction,CO,81505,MESA COUNTY,Offers food assistance and groceries to families and individuals facing food insecurity.,No restrictions applied Area Served: Mesa County,"1st, 2nd, 4th Sunday, 11 a.m. - 1 p.m.",(970) 242-7970,http://canyonviewchurch.com,39.1126189,-108.5971541
Food Pantry,BETHEL ASSEMBLY OF GOD,2945 Orchard Ave,Grand Junction,CO,81504,MESA COUNTY,Offers a food pantry for community members in need.,No restrictions applied Area Served: Mesa County,"3rd Saturday, 9 a.m. - 11 a.m.",(970) 243-8247,http://bethelaggj.org,39.0838418,-108.5071473
Food Pantry,CARE AND SHARE - PUEBLO DISTRIBUTION CENTER,1230 E 8th St,Pueblo,CO,81001,PUEBLO COUNTY,Food Pantry providing food to those in need.,Residents of Pueblo County Area Served:  Pueblo County,"Hours vary, see Service for specified Hours",(719) 621-6380,http://sunnysidemarket.org,38.2746857,-104.5902657
Food Pantry,THE SHEPHERD'S HAND,505 S 2nd St,Montrose,CO,81401,MONTROSE COUNTY,Provides food boxes for individuals in need. Also distribution location for TEFAP.,No restrictions applied Area Served: Montrose County,"Monday - Friday, 9 a.m. - 5 p.m.",(970) 275-7215,http://shepherdshandmontrose.org/services,38.4788437,-107.8738377
Food pantry delivery - Nutrition on Wheels NOW,PUEBLO COOPERATIVE CARE CENTER,326 W 8th St,Pueblo,CO,81003,PUEBLO COUNTY,Nutrition On Wheels (NOW) offers a monthly home-bound food delivery service for registered individuals who are 60+ and considered home bound...,Home-bound adults 60 years of age or older who reside in Pueblo County. During the COVID,emergency other at risk Home-...,"Monday - Thursday, 9 a.m. - 1 p.m.",(719) 543-7484,38.2742368,-104.6106224
Food Boxes,CHAIN OF LOVE,1402 S Main St,Delta,CO,81416,DELTA COUNTY,"Provides drive-up food box services, including:MeatVegetableCommodities",Residents of the service area Area Served: Delta and Montrose counties,"Monday - Friday, 8 a.m. - 5 p.m.",(970) 210-5924,http://chainofove.net,38.7284528,-108.0676555
Food Assistance Referrals,SALVATION ARMY LA PLATA COUNTY,10 Burnett Ct #327,Durango,CO,81301,LA PLATA COUNTY,Provides referrals to Soup kitchen in town and food banks.,Low income individuals or families in service area Area Served: La Plata County,"Monday - Friday, 9 a.m. - 4 p.m.",(970) 317-2094,http://]westernusa.salvationarmy.org/durango,37.2741243,-107.8922753
Community Outreach/Emergency Aid,MUTUAL AID PARTNERS,261 Ute Ave,Grand Junction,CO,81501,MESA COUNTY,Offers: Fresh produce and non-perishable food items Free haircuts Free dog vaccinations and referrals to other community resource Help with voter registration Help with Medicare information Mutual Aid may also be able to help provide gas cards/gas vouchers...,Individuals must be low-income residents of the service area. Area Served: Mesa County,"Tuesday, 11 a.m. - 1:30 p.m. (Office Hours), (10 ...",(970) 316-2019,http://mutualaidpartners.org,39.0652727,-108.5685323
Food Pantry,OPEN BIBLE DE BEQUE,697 Denver Ave,De Beque,CO,81630,MESA COUNTY,Provides a food pantry.,No restrictions applied Area Served: Mesa County,"3rd Wednesday, 3 p.m. - 5:30 p.m.",(970) 201-7092,No Website Listed,39.336225,-108.2165181
Food Pantry,HOTCHKISS COMMUNITY UNITED METHODIST CHURCH,285 2nd St.,Hotchkiss,CO,81419,DELTA COUNTY,Provides nonperishable and frozen items to those that are in need of food on a weekly basis.,Low income individuals and families in the service area Area Served: Delta County,"Tuesday, 9 a.m. - 12 p.m.",(970) 872-3540,http://hotchkisscumc.org,38.8002903,-107.719434
Food Pantry,CROSSFIRE MINISTRIES,3975 N Academy Blvd,Colorado Springs,CO,80917,EL PASO COUNTY,Provides a food pantry to those in need.,No restrictions applied Area Served: El Paso County,"Tuesday - Thursday, 10 a.m. - 3 p.m.; 2nd, 4th Sa...",(719) 447-1806,http://crossareministries.org,38.8893289,-104.755118
Food Pantry,SERVE 6.8 RESOURCE CENTER,1725 W Mulberry St,Fort Collins,CO,80521,LARIMER COUNTY,"No restrictions applied Area Served: Larimer, Weld counties","Wednesday, 10 a.m. - 3 p.m.",(970) 449-5401,http://serve68.org/resource-center/,,40.5813868,-105.1080041
Food Pantry,SERVE 6.8 RESOURCE CENTER,3429 N Monroe Ave,Loveland,CO,80538,LARIMER COUNTY,Provides food for those in need. Select locations also provide:Hygiene itemsCleaning suppliesPet food,"No restrictions applied Area Served: Larimer, Weld counties","Thursday, 10 a.m. - 12 p.m.",(970) 449-5401,http://serve68.org/resource-center/,40.4294517,-105.0681597
Food Pantry,GOOD SAM'S FOOD PANTRY,30 N Beech St,Cortez,CO,81321,MONTEZUMA COUNTY,"Provides food boxes to individuals, seniors and families in need.","Low-Income individuals, seniors and families in the service area Area Served:  Dolores, Montezuma counties","Monday - Friday, 10 a.m. - 3 p.m.",(970) 565-6424,http://goodsamscortez.org,37.3496019,-108.5835937
Emergency Food Box,MANNA SOUP KITCHEN,1100 Avenida Del Sol,Durango,CO,81301,LA PLATA COUNTY,"Provides emergency food box for individuals, seniors, and families in need.",Must be:Low-income individuals Seniors Families experiencing food insecurity Area Served:  LaPlata County,"Monday - Friday, 8 a.m. - 4 p.m.",(970) 385-5095,http://mannasoupkitchen.org,37.2775658,-107.8859654
Free Food Market,FAMILY AND INTERCULTURAL RESOURCE CENTER,340 Fiedler Ave,Dillon,CO,80435,SUMMIT COUNTY,Provides free food items for all community members including: Fresh produce Milk Eggs Meat Dairy products,"No restrictions applied Area Served:  Summit, Park, Grand, Lake counties","Monday - Friday, 9 a.m. - 5 p.m.",(970) 262-3888,http://summitarc.org/en/food-and-thrift,39.6278749,-106.0446262
Food Pantry,PALISADE CHURCH OF THE NAZARENE,3595 Front St,Palisade,CO,81526,MESA COUNTY,"Provides a food box for individuals, families and seniors.","For low-income individuals, seniors and families in need. Area Served:  Mesa County","3rd Tuesday, 12 p.m. - 2 p.m.",(970) 464-7770,No Website Listed,39.1020177,-108.3857741
Food Pantry,THE ROCK CHURCH,2170 Broadway,Grand Junction,CO,81507,MESA COUNTY,Provides a food box to community members in need. Each household is limited to one food box every twoweeks.,Low-income community members in need Area Served: Mesa County,"Monday - Friday, 9:30 a.m. - 5:30 p.m. (Administr...",(970) 242-7625,http://therockgj.com,39.0857558,-108.647796
Reaching out to Community and Kids Services,REACHING OUT TO COMMUNITY AND KIDS,128 US-491,Dove Creek,CO,81324,DOLORES COUNTY,"ROCK's Services provide: Youth - Program provides skills classes, art classes, summer lunches, and a youth hangout on the weekends...",No restrictions Area Served:  Dolores County,Monday - Friday 8:00 am - 5:00 pm (Administrative...,(970) 739-3562,http://www.dovecreekrocks.com,37.7629569,-108.9026819
